movie_id,movie_title,released_date,about,streaming on,subscription ,language,no.of reviews,ratings,award_name,true_story,companies
33459,Madagascar: Escape 2 Africa,2008-10-30,"Alex, Marty, Melman, Gloria, King Julien, Maurice, the penguins and the chimps are back and still marooned on Madagascar. In the face of this obstacle, the New Yorkers have hatched a plan so crazy it just might work. With military precision, the penguins have repaired an old crashed plane... sort of.",netflix,yes,English,1810,6.2,FALSE,FALSE, DreamWorks Animation  
43680,Night at the Museum: Battle of the Smithsonian,2009-05-20,"Hapless museum night watchman Larry Daley must help his living, breathing exhibit friends out of a pickle now that they've been transferred to the archives at the Smithsonian Institution. Larry's (mis)adventures this time include close encounters with Amelia Earhart, Abe Lincoln and Ivan the Terrible.",hulu,yes,English,1971,5.9,FALSE,FALSE, Twentieth Century Fox Film Corporation     Pictures    Dune Entertainment     Laps Entertainment    Museum Canada Productions    Moving Picture Company (MPC)  
51929,X-Men Origins: Wolverine,2009-04-28,"After seeking to live a normal life, Logan sets out to avenge the death of his girlfriend by undergoing the mutant Weapon X program and becoming Wolverine.",prime,yes,English,4021,6.2,FALSE,FALSE, Ingenious Film Partners    Twentieth Century Fox Film Corporation    Donners' Company    Dune Entertainment    Seed Productions    Bad Hat Harry Productions    Big Screen Productions    Marvel Enterprises  
28974,The Matrix Revolutions,2003-11-05,The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.,prime,yes,English,3096,6.4,FALSE,FALSE, Village Roadshow Pictures    NPV Entertainment    Silver Pictures    Warner Bros.  
56228,Frozen,2013-11-27,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.",netflix,yes,English,5295,7.3,FALSE,FALSE, Walt Disney Pictures    Walt Disney Animation Studios  
66994,The Matrix Reloaded,2003-05-15,"Six months after the events depicted in The Matrix, Neo has proved to be a good omen for the free humans, as more and more humans are being freed from the matrix and brought to Zion, the one and only stronghold of the Resistance.  Neo himself has discovered his superpowers including super speed, ability to see the codes of the things inside the matrix and a certain degree of pre-cognition. But a nasty piece of news hits the human resistance: 250,000 machine sentinels are digging to Zion and would reach them in 72 hours. As Zion prepares for the ultimate war, Neo, Morpheus and Trinity are advised by the Oracle to find the Keymaker who would help them reach the Source.  Meanwhile Neo's recurrent dreams depicting Trinity's death have got him worried and as if it was not enough, Agent Smith has somehow escaped deletion, has become more powerful than before and has fixed Neo as his next target.",netflix,yes,English,3443,6.7,FALSE,FALSE, Village Roadshow Pictures    NPV Entertainment    Heineken Branded Entertainment    Silver Pictures    Warner Bros.  
23418,Thor: The Dark World,2013-10-29,"Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.",hulu,yes,English,4755,6.8,FALSE,FALSE, Marvel Studios  
44525,Mad Max: Fury Road,2015-05-13,"An apocalyptic story set in the furthest reaches of our planet, in a stark desert landscape where humanity is broken, and most everyone is crazed fighting for the necessities of life. Within this world exist two rebels on the run who just might be able to restore order. There's Max, a man of action and a man of few words, who seeks peace of mind following the loss of his wife and child in the aftermath of the chaos. And Furiosa, a woman of action and a woman who believes her path to survival may be achieved if she can make it across the desert back to her childhood homeland.",hulu,yes,English,9427,7.2,FALSE,FALSE, Village Roadshow Pictures    Kennedy Miller Productions    Warner Bros.  
32198,Angels & Demons,2009-05-13,"Harvard symbologist Robert Langdon investigates a mysterious symbol seared into the chest of a murdered physicist. He discovers evidence of the unimaginable, the rebirth of an ancient secret brotherhood known as the Illuminati, the most powerful underground organization ever to walk the earth.",hulu ,yes,English,2129,6.5,FALSE,FALSE, Columbia Pictures    Imagine Entertainment    Panorama Films    Skylark Productions  
16146,Thor,2011-04-21,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",netflix,yes,English,6525,6.6,FALSE,FALSE, Marvel Studios  
16110,Bolt,2008-11-21,"Bolt is the star of the biggest show in Hollywood. The only problem is, he thinks it's real. After he's accidentally shipped to New York City and separated from Penny, his beloved co-star and owner, Bolt must harness all his ""super powers"" to find a way home.",hulu,yes,English,1750,6.3,FALSE,FALSE, Walt Disney Animation Studios  
50405,G-Force,2009-07-21,"A team of trained secret agent animals, guinea pigs Darwin, Juarez, Blaster, mole Speckles, and fly Mooch takes on a mission for the US government to stop evil Leonard Saber, who plans to destroy the world with household appliances. But the government shuts them down and they are sentenced to a pet shop. Can they escape to defeat the villain and save the world?",prime,yes,English,510,5.1,FALSE,FALSE, Walt Disney Pictures    Jerry Bruckheimer Films    Whamaphram Productions  
35171,Wrath of the Titans,2012-03-27,"A decade after his heroic defeat of the monstrous Kraken, Perseus-the demigod son of Zeus-is attempting to live a quieter life as a village fisherman and the sole parent to his 10-year old son, Helius. Meanwhile, a struggle for supremacy rages between the gods and the Titans. Dangerously weakened by humanity's lack of devotion, the gods are losing control of the imprisoned Titans and their ferocious leader, Kronos, father of the long-ruling brothers Zeus, Hades and Poseidon.",prime,yes,English,1431,5.5,FALSE,FALSE, Legendary Pictures    Thunder Road Pictures    Warner Bros.    Cott Productions    Furia de Titanes II A.I.E.  
85876,Dark Shadows,2012-05-08,Vampire Barnabas Collins is inadvertently freed from his tomb and emerges into the very changed world of 1972. He returns to Collinwood Manor to find that his once-grand estate and family have fallen into ruin.,netflix,yes,English,2320,5.7,FALSE,FALSE, Village Roadshow Pictures    Infinitum Nihil    GK Films    Warner Bros.    Tim Burton Productions    Dan Curtis Productions    Zanuck Company The  
95463,Mission: Impossible - Rogue Nation,2015-07-23,"Ethan and team take on their most impossible mission yet, eradicating the Syndicate - an International rogue organization as highly skilled as they are, committed to destroying the IMF.",netflix,yes,English,3224,7.1,FALSE,FALSE, Paramount Pictures    Skydance Productions    China Movie Channel    Bad Robot    TC Productions    Alibaba Pictures Group    Odin  
65539,The Wolfman,2010-02-11,"Lawrence Talbot, an American man on a visit to Victorian London to make amends with his estranged father, gets bitten by a werewolf and, after a moonlight transformation, leaves him with a savage hunger for flesh.",hulu,yes,English,549,5.5,FALSE,FALSE, Universal Pictures    Stuber Productions    Relativity Media  
92582,Bee Movie,2007-10-28,"Barry B. Benson, a bee who has just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship blossoms, he discovers humans actually eat honey, and subsequently decides to sue us.",hulu,yes,English,1171,5.7,FALSE,FALSE, Pacific Data Images (PDI)    DreamWorks Animation    Columbus  Productions  
15862,Kung Fu Panda 2,2011-05-25,"Po is now living his dream as The Dragon Warrior, protecting the Valley of Peace alongside his friends and fellow kung fu masters, The Furious Five - Tigress, Crane, Mantis, Viper and Monkey. But Po’s new life of awesomeness is threatened by the emergence of a formidable villain, who plans to use a secret, unstoppable weapon to conquer China and destroy kung fu. It is up to Po and The Furious Five to journey across China to face this threat and vanquish it. But how can Po stop a weapon that can stop kung fu? He must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed.",hulu ,yes,English,1880,6.7,FALSE,FALSE, DreamWorks Animation  
82946,The Last Airbender,2010-06-30,"The story follows the adventures of Aang, a young successor to a long line of Avatars, who must put his childhood ways aside and stop the Fire Nation from enslaving the Water, Earth and Air nations.",netflix,yes,English,1151,4.7,FALSE,FALSE, Paramount Pictures    Nickelodeon Movies    Kennedy/Marshall Company The    Industrial Light & Magic (ILM)    Blinding Edge Pictures  
23937,Mission: Impossible III,2006-05-03,"Retired from active duty to train new IMF agents, Ethan Hunt is called back into action to confront sadistic arms dealer, Owen Davian. Hunt must try to protect his girlfriend while working with his new team to complete the mission.",hulu,yes,English,2028,6.5,FALSE,FALSE, Paramount Pictures    Cruise/Wagner Productions    Studio Babelsberg    MI  Film    China Film Co-Production Corporation    China Film Group Corporation (CFGC)    The Fourth Production Company Film Group  
40889,White House Down,2013-06-27,"Capitol Policeman John Cale has just been denied his dream job with the Secret Service of protecting President James Sawyer. Not wanting to let down his little girl with the news, he takes her on a tour of the White House, when the complex is overtaken by a heavily armed paramilitary group. Now, with the nation's government falling into chaos and time running out, it's up to Cale to save the president, his daughter, and the country.",prime,yes,English,1891,6.4,FALSE,FALSE, Columbia Pictures    Centropolis Entertainment    Iron Horse Entertainment (II)    Mythology Entertainment (II)  
14601,Mars Needs Moms,2011-03-09,"When Martians suddenly abduct his mom, mischievous Milo rushes to the rescue and discovers why all moms are so special.",prime,yes,English,199,5.5,FALSE,FALSE, Walt Disney Animation Studios  
68136,Flushed Away,2006-10-22,"London high-society mouse, Roddy is flushed down the toilet by Sid, a common sewer rat. Hang on for a madcap adventure deep in the sewer bowels of Ratropolis, where Roddy meets the resourceful Rita, the rodent-hating Toad and his faithful thugs, Spike and Whitey.",netflix,yes,English,874,6,FALSE,FALSE, Aardman Animations    DreamWorks Animation  
86050,Pan,2015-09-24,"Living a bleak existence at a London orphanage, 12-year-old Peter finds himself whisked away to the fantastical world of Neverland. Adventure awaits as he meets new friend James Hook and the warrior Tiger Lily. They must band together to save Neverland from the ruthless pirate Blackbeard. Along the way, the rebellious and mischievous boy discovers his true destiny, becoming the hero forever known as Peter Pan.",netflix,yes,English,954,5.9,FALSE,FALSE, Warner Bros.    Moving Picture Company (MPC)    Berlanti Productions    RatPac-Dune Entertainment  
77113,Mr. Peabody & Sherman,2014-02-07,"A young boy and his dog, who happens to have a genius-level IQ, spring into action when their time-travel machine is stolen and moments in history begin to be changed.",hulu,yes,English,843,6.7,FALSE,FALSE, Pacific Data Images (PDI)    DreamWorks Animation    Classic Media Productions    Bullwinkle Studios  
24548,Troy,2004-05-13,"In year 1250 B.C. during the late Bronze age, two emerging nations begin to clash. Paris, the Trojan prince, convinces Helen, Queen of Sparta, to leave her husband Menelaus, and sail with him back to Troy. After Menelaus finds out that his wife was taken by the Trojans, he asks his brother Agamemnom to help him get her back. Agamemnon sees this as an opportunity for power. So they set off with 1,000 ships holding 50,000 Greeks to Troy. With the help of Achilles, the Greeks are able to fight the never before defeated Trojans.",hulu,yes,English,2759,6.9,FALSE,FALSE, Plan B Entertainment    Warner Bros.    Nimar Studios    Radiant Productions    Helena Productions    Latina Pictures  
80037,Madagascar 3: Europe's Most Wanted,2012-06-06,"Alex, Marty, Gloria and Melman are still trying to get back to the Big Apple and their beloved Central Park zoo, but first they need to find the penguins. When they travel to Monte Carlo, they attract the attention of Animal Control after gate crashing a party and are joined by the penguins, King Julian and Co., and the monkeys. How do a lion, zebra, hippo, giraffe, four penguins, two monkeys, three lemurs travel through Europe without attracting attention and get back to New York? They join a traveling circus. Their attempts to get back to New York are consistently hampered by the Captain of Animal Control who wants to make Alex part of her collection. Once they make it back to New York Marty, Alex, Gloria and Melman realize that they want to be part of the traveling circus.",hulu ,yes,English,1808,6.4,FALSE,FALSE, DreamWorks Animation  
57823,Die Another Day,2002-11-17,"Bond takes on a North Korean leader who undergoes DNA replacement procedures that allow him to assume different identities. American agent, Jinx Johnson assists Bond in his attempt to thwart the villain's plans to exploit a satellite that is powered by solar energy.",netflix,yes,English,1092,5.8,FALSE,FALSE, Eon Productions  
53756,Ghostbusters,2016-07-14,"Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat.",hulu,yes,English,2142,5.3,FALSE,FALSE, Columbia Pictures    Village Roadshow Pictures    Montecito Picture Company The    LStar Capital    Feigco Entertainment    Pascal Pictures    Ghostcorps  
56314,Armageddon,1998-07-01,"When an asteroid threatens to collide with Earth, NASA honcho Dan Truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb. This leads him to renowned driller Harry Stamper, who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew. Among them is the cocksure A.J. who Harry thinks isn't good enough for his daughter, until the mission proves otherwise.",prime,yes,English,2482,6.4,FALSE,FALSE, Jerry Bruckheimer Films    Touchstone Pictures    Valhalla Motion Pictures  
94910,Men in Black II,2002-07-03,"Kay and Jay reunite to provide our best, last and only line of defense against a sinister seductress who levels the toughest challenge yet to the MIB's untarnished mission statement – protecting Earth from the scum of the universe. It's been four years since the alien-seeking agents averted an intergalactic disaster of epic proportions. Now it's a race against the clock as Jay must convince Kay – who not only has absolutely no memory of his time spent with the MIB, but is also the only living person left with the expertise to save the galaxy – to reunite with the MIB before the earth submits to ultimate destruction.",prime,yes,English,3114,6,FALSE,FALSE, Columbia Pictures    Amblin Entertainment    Columbia Pictures Corporation    Parkes+MacDonald Image Nation  
81258,Beowulf,2007-11-05,"6th-century Scandinavian warrior, Beowulf embarks on a mission to slay the manlike ogre Grendel, a descendant of Cain.",netflix,yes,English,841,5.5,FALSE,FALSE, Paramount Pictures    Shangri-La Entertainment    ImageMovers    Paramount Animation  
27967,Kung Fu Panda 3,2016-01-23,"Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to his home.",netflix,yes,English,1603,6.7,FALSE,FALSE, Twentieth Century Fox Film Corporation    DreamWorks Animation    China Film Co.    Oriental DreamWorks  
67392,Mission: Impossible - Ghost Protocol,2011-12-07,"In the 4th installment of the Mission Impossible series, Ethan Hunt (Cruise) and his team are racing against time to track down a dangerous terrorist named Hendricks (Nyqvist), who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster.",hulu,yes,English,3972,6.8,FALSE,FALSE, Paramount Pictures    Skydance Productions    Bad Robot    TC Productions    Revolution Sun Studios    Kontsept Film Company  
84069,Rise of the Guardians,2012-11-21,"When an evil spirit known as Pitch lays down the gauntlet to take over the world, the immortal Guardians must join forces for the first time to protect the hopes, beliefs and imagination of children all over the world.",hulu,yes,English,1922,7.1,FALSE,FALSE, DreamWorks Animation  
92636,Fun with Dick and Jane,2005-12-21,"After Dick Harper loses his job at Globodyne in an Enron-esque collapse, he and his wife, Jane, turn to crime in order to handle the massive debt they now face. Two intelligent people, Dick and Jane actually get pretty good at robbing people and even enjoy it -- but they have second thoughts when they're reminded that crime can hurt innocent people. When the couple hears that Globodyne boss Jack McCallister actually swindled the company, they plot revenge.",hulu ,yes,English,627,5.9,FALSE,FALSE, Imagine Entertainment    Columbia Pictures Corporation    JC  Entertainment  
31118,The Last Samurai,2003-12-05,"Nathan Algren is an American hired to instruct the Japanese army in the ways of modern warfare, which finds him learning to respect the samurai and the honorable principles that rule them. Pressed to destroy the samurai's way of life in the name of modernization and open trade, Algren decides to become an ultimate warrior himself and to fight for their right to exist.",netflix,yes,English,1895,7.3,FALSE,FALSE, Cruise/Wagner Productions    Warner Bros.    Radar Pictures    Bedford Falls Company The  
89097,Exodus: Gods and Kings,2014-12-03,"The defiant leader Moses rises up against the Egyptian Pharaoh Ramses, setting 400,000 slaves on a monumental journey of escape from Egypt and its terrifying cycle of deadly plagues.",hulu,yes,English,1921,5.6,FALSE,FALSE, Scott Free Productions    Chernin Entertainment    Babieka    Volcano Films  
33987,Star Trek,2009-05-06,"The fate of the galaxy rests in the hands of bitter rivals. One, James Kirk, is a delinquent, thrill-seeking Iowa farm boy. The other, Spock, a Vulcan, was raised in a logic-based society that rejects all emotion. As fiery instinct clashes with calm reason, their unlikely but powerful partnership is the only thing capable of leading their crew through unimaginable danger, boldly going where no one has gone before. The human adventure has begun again.",prime,yes,English,4518,7.4,FALSE,FALSE, Paramount Pictures    Spyglass Entertainment    Bad Robot    MavroCine Pictures GmbH & Co. KG  
68633,Spider-Man,2002-05-01,"After being bitten by a genetically altered spider, nerdy high school student Peter Parker is endowed with amazing powers.",prime,yes,English,5265,6.8,FALSE,FALSE, Columbia Pictures    Marvel Enterprises  
94120,How to Train Your Dragon 2,2014-06-12,"The thrilling second chapter of the epic How To Train Your Dragon trilogy brings back the fantastical world of Hiccup and Toothless five years later. While Astrid, Snotlout and the rest of the gang are challenging each other to dragon races (the island's new favorite contact sport), the now inseparable pair journey through the skies, charting unmapped territories and exploring new worlds. When one of their adventures leads to the discovery of a secret ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.",netflix,yes,English,3106,7.6,FALSE,FALSE, DreamWorks Animation    Mad Hatter Entertainment  
58610,Gods of Egypt,2016-02-25,A common thief joins a mythical god on a quest through Egypt.,netflix,yes,English,1277,5.3,FALSE,FALSE, Summit Entertainment    Mystery Clock Cinema    Thunder Road Pictures    TIK Films    Pyramania  
24969,Stealth,2005-07-28,"Deeply ensconced in a top-secret military program, three pilots struggle to bring an artificial intelligence program under control ... before it initiates the next world war.",hulu,yes,English,331,4.9,FALSE,FALSE, Laura Ziskin Productions    Original Film    Columbia Pictures Corporation    Phoenix Pictures    AFG Talons Productions  
85145,Watchmen,2009-03-05,"In a gritty and alternate 1985 the glory days of costumed vigilantes have been brought to a close by a government crackdown, but after one of the masked veterans is brutally murdered an investigation into the killer is initiated. The reunited heroes set out to prevent their own destruction, but in doing so uncover a sinister plot that puts all of humanity in grave danger.",hulu,yes,English,2811,7,FALSE,FALSE, Paramount Pictures    DC Comics    Lawrence Gordon Productions    Legendary Pictures    Warner Bros.    Cruel and Unusual Films  
69139,Lethal Weapon 4,1998-07-10,"In the combustible action franchise's final installment, maverick detectives Martin Riggs and Roger Murtaugh square off against Asian mobster Wah Sing Ku, who's up to his neck in slave trading and counterfeit currency. With help from gumshoe Leo Getz and smart-aleck rookie cop Lee Butters, Riggs and Murtaugh aim to take down Ku and his gang.",hulu ,yes,English,767,6.3,FALSE,FALSE, Silver Pictures    Donner/Shuler-Donner Productions    Warner Bros.  
46783,Hulk,2003-06-19,"Bruce Banner, a genetics researcher with a tragic past, suffers massive radiation exposure in his laboratory that causes him to transform into a raging green monster when he gets angry.",netflix,yes,English,1533,5.3,FALSE,FALSE, Universal Pictures    Good Machine    Valhalla Motion Pictures    Marvel Enterprises  
89112,G.I. Joe: Retaliation,2013-03-26,"Framed for crimes against the country, the G.I. Joe team is terminated by Presidential order. This forces the G.I. Joes into not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.",hulu,yes,English,3025,5.4,FALSE,FALSE, Paramount Pictures    Di Bonaventura Pictures    Hasbro    Skydance Productions    Metro-Goldwyn-Mayer (MGM)    Saints LA  
76565,Sahara,2005-04-06,"Scouring the ocean depths for treasure-laden shipwrecks is business as usual for a thrill-seeking underwater adventurer and his wisecracking buddy. But when these two cross paths with a beautiful doctor, they find themselves on the ultimate treasure hunt.",prime,yes,English,434,5.7,FALSE,FALSE, Paramount Pictures    Bristol Bay Productions    Baldwin Entertainment Group    Desertlands Entertainment    Mace Neufeld Productions    Kanzaman    J.K. Livin Productions    Moguletta    Sahara Productions    Babelsberg Film  
18619,Final Fantasy: The Spirits Within,2001-07-02,"Led by a strange dream, scientist Aki Ross struggles to collect the eight spirits in the hope of creating a force powerful enough to protect the planet. With the aid of the Deep Eyes Squadron and her mentor, Dr. Sid, Aki must save the Earth from its darkest hate and unleash the spirits within.",prime,yes,English,433,5.9,FALSE,FALSE, Columbia Pictures    Square USA    Chris Lee Productions  
42253,Captain America: The First Avenger,2011-07-22,"Predominantly set during World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.",netflix,yes,English,7047,6.6,FALSE,FALSE, Marvel Studios  
16605,The World Is Not Enough,1999-11-08,"Greed, revenge, world dominance and high-tech terrorism – it's all in a day's work for Bond, who's on a mission to a protect beautiful oil heiress from a notorious terrorist. In a race against time that culminates in a dramatic submarine showdown, Bond works to defuse the international power struggle that has the world's oil supply hanging in the balance.",netflix,yes,English,862,6,FALSE,FALSE, Eon Productions    Metro-Goldwyn-Mayer (MGM)  
82324,Master and Commander: The Far Side of the World,2003-11-14,"After an abrupt and violent encounter with a French warship inflicts severe damage upon his ship, a captain of the British Royal Navy begins a chase over two oceans to capture or destroy the enemy, though he must weigh his commitment to duty and ferocious pursuit of glory against the safety of his devoted crew, including the ship's thoughtful surgeon, his best friend.",hulu,yes,English,790,6.9,FALSE,FALSE, Universal Pictures    Twentieth Century Fox Film Corporation    Samuel Goldwyn Films    Miramax  
31206,The Twilight Saga: Breaking Dawn - Part 2,2012-11-13,"After the birth of Renesmee, the Cullens gather other vampire clans in order to protect the child from a false allegation that puts the family in front of the Volturi.",hulu,yes,English,2553,6.1,FALSE,FALSE, Summit Entertainment    Sunswept Entertainment    Temple Hill Entertainment  
25051,Happy Feet Two,2011-11-17,"Mumble the penguin has a problem: his son Erik, who is reluctant to dance, encounters The Mighty Sven, a penguin who can fly! Things get worse for Mumble when the world is shaken by powerful forces, causing him to brings together the penguin nations and their allies to set things right.",hulu ,yes,English,373,5.8,FALSE,FALSE, Village Roadshow Pictures    Warner Bros.    Dr D Studios    Kennedy Miller Mitchell  
97256,The Incredible Hulk,2008-06-12,"Scientist Bruce Banner scours the planet for an antidote to the unbridled force of rage within him: the Hulk. But when the military masterminds who dream of exploiting his powers force him back to civilization, he finds himself coming face to face with a new, deadly foe.",netflix,yes,English,3021,6.1,FALSE,FALSE, Universal Pictures    Marvel Studios    Valhalla Motion Pictures    MVL Incredible Productions  
35967,The BFG,2016-06-01,"The BFG is no ordinary bone-crunching giant. He is far too nice and jumbly. It's lucky for Sophie that he is. Had she been carried off in the middle of the night by the Bloodbottler, or any of the other giants—rather than the BFG—she would have soon become breakfast. When Sophie hears that the giants are flush-bunking off to England to swollomp a few nice little chiddlers, she decides she must stop them once and for all. And the BFG is going to help her!",hulu,yes,English,1000,6,FALSE,FALSE, Walt Disney Pictures    Amblin Entertainment    Reliance Entertainment    Kennedy/Marshall Company The    Walden Media  
26617,The Revenant,2015-12-25,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.",prime,yes,English,6396,7.3,FALSE,FALSE, Regency Enterprises    Appian Way    CatchPlay    Anonymous Content    New Regency Pictures    Hong Kong Alpha Motion Pictures Co.    RatPac Entertainment    M Productions    Monarchy Enterprises S.a.r.l.  
49448,Turbo,2013-07-11,The tale of an ordinary garden snail who dreams of winning the Indy 500.,prime,yes,English,1074,6.1,FALSE,FALSE, DreamWorks Animation  
82434,Rango,2011-03-02,"When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt.",netflix,yes,English,2051,6.6,FALSE,FALSE, Paramount Pictures    Nickelodeon Movies    GK Films    Blind Wink    Paramount Animation  
12224,Penguins of Madagascar,2014-11-22,"Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.",netflix,yes,English,1346,6.5,FALSE,FALSE, DreamWorks Animation  
94640,The Bourne Ultimatum,2007-08-03,"Bourne is brought out of hiding once again by reporter Simon Ross who is trying to unveil Operation Blackbriar, an upgrade to Project Treadstone, in a series of newspaper columns. Information from the reporter stirs a new set of memories, and Bourne must finally uncover his dark past while dodging The Company's best efforts to eradicate him.",hulu,yes,English,2888,7.3,FALSE,FALSE, Universal Pictures    The Kennedy/Marshall Company    Ludlum Entertainment    Motion Picture BETA Produktionsgesellschaft    Bourne Again  
11773,Kung Fu Panda,2008-06-04,"When the Valley of Peace is threatened, lazy Po the panda discovers his destiny as the ""chosen one"" and trains to become a kung fu hero, but transforming the unsleek slacker into a brave warrior won't be easy. It's up to Master Shifu and the Furious Five -- Tigress, Crane, Mantis, Viper and Monkey -- to give it a try.",hulu,yes,English,3145,6.9,FALSE,FALSE, DreamWorks Animation  
98229,Ant-Man,2015-07-14,"Armed with the astonishing ability to shrink in scale but increase in strength, master thief Scott Lang must embrace his inner-hero and help his mentor, Doctor Hank Pym, protect the secret behind his spectacular Ant-Man suit from a new generation of towering threats. Against seemingly insurmountable obstacles, Pym and Lang must plan and pull off a heist that will save the world.",hulu ,yes,English,5880,7,FALSE,FALSE, Marvel Studios  
99327,The Hunger Games: Catching Fire,2013-11-15,"Katniss Everdeen has returned home safe after winning the 74th Annual Hunger Games along with fellow tribute Peeta Mellark. Winning means that they must turn around and leave their family and close friends, embarking on a ""Victor's Tour"" of the districts. Along the way Katniss senses that a rebellion is simmering, but the Capitol is still very much in control as President Snow prepares the 75th Annual Hunger Games (The Quarter Quell) - a competition that could change Panem forever.",netflix,yes,English,6495,7.4,TRUE,FALSE, Lionsgate    Color Force  
88131,Home,2015-03-18,"When Earth is taken over by the overly-confident Boov, an alien race in search of a new place to call home, all humans are promptly relocated, while all Boov get busy reorganizing the planet. But when one resourceful girl, Tip, manages to avoid capture, she finds herself the accidental accomplice of a banished Boov named Oh. The two fugitives realize there’s a lot more at stake than intergalactic relations as they embark on the road trip of a lifetime.",hulu,yes,English,1519,6.8,FALSE,FALSE, Twentieth Century Fox Film Corporation    DreamWorks Animation  
59917,War of the Worlds,2005-06-28,"Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop of his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.",prime,yes,English,2322,6.2,FALSE,FALSE, Paramount Pictures    DreamWorks SKG    Cruise/Wagner Productions    Amblin Entertainment  
11178,Bad Boys II,2003-07-18,"Out-of-control, trash-talking buddy cops Marcus Burnett and Mike Lowrey of the Miami Narcotics Task Force reunite, and bullets fly, cars crash and laughs explode as they pursue a whacked-out drug lord from the streets of Miami to the barrios of Cuba. But the real fireworks result when Marcus discovers that playboy Mike is secretly romancing Marcus’ sexy sister.",prime,yes,English,1564,6.3,FALSE,FALSE, Columbia Pictures Corporation    Don Simpson/Jerry Bruckheimer Films  
18451,Puss in Boots,2011-10-28,"Long before he even met Shrek, the notorious fighter, lover and outlaw Puss in Boots becomes a hero when he sets off on an adventure with the tough and street smart Kitty Softpaws and the mastermind Humpty Dumpty to save his town. This is the true story of The Cat, The Myth, The Legend... The Boots.",netflix,yes,English,451,6.4,FALSE,FALSE, DreamWorks  
45213,Salt,2010-07-21,"As a CIA officer, Evelyn Salt swore an oath to duty, honor and country. Her loyalty will be tested when a defector accuses her of being a Russian spy. Salt goes on the run, using all her skills and years of experience as a covert operative to elude capture. Salt's efforts to prove her innocence only serve to cast doubt on her motives, as the hunt to uncover the truth behind her identity continues and the question remains: ""Who is Salt?""",netflix,yes,English,2093,6.2,FALSE,FALSE, Columbia Pictures    Di Bonaventura Pictures    Relativity Media    Wintergreen Productions  
51676,Noah,2014-03-20,A man who suffers visions of an apocalyptic deluge takes measures to protect his family from the coming flood.,hulu,yes,English,2350,5.6,FALSE,FALSE, Paramount Pictures    Regency Enterprises    Protozoa Pictures    Disruption Entertainment  
