movie_id,movie_title,genre,certification
91893,Something's Gotta Give,   Drama    Comedy    Romance,R
38257,Shutter Island,   Drama    Thriller    Mystery,PG13
21885,Four Christmases,   Comedy    Romance    Drama,R
53187,Robots,   Animation    Comedy    Family    Science Fiction,PG
83501,Face/Off,   Action    Crime    Science Fiction    Thriller,PG13
28592,Bedtime Stories,   Fantasy    Comedy    Family    Romance,PG
67638,Road to Perdition,   Thriller    Crime    Drama,PG13
43514,Just Go with It,   Romance    Comedy,R
47642,Con Air,   Action    Thriller    Crime,PG13
95571,Eagle Eye,   Mystery    Thriller    Action,PG13
51114,Cold Mountain,   Drama,PG13
79677,The Book of Eli,   Action    Thriller    Science Fiction,PG13
65864,Flubber,   Comedy    Family    Science Fiction,PG13
49312,The Haunting,   Horror    Thriller    Fantasy    Mystery,PG13
69944,Space Jam,   Animation    Comedy    Drama    Family    Fantasy,PG
47536,The Pink Panther,   Action    Comedy    Crime    Mystery    Family,PG13
40408,The Day the Earth Stood Still,   Drama    Science Fiction    Thriller,PG13
94768,Conspiracy Theory,   Action    Drama    Mystery    Thriller,PG13
40555,Fury,   War    Drama    Action,PG13
35128,Six Days Seven Nights,   Action    Adventure    Comedy    Romance,R
70690,Yogi Bear,   Comedy    Family    Animation    Adventure,PG
60862,Spirit: Stallion of the Cimarron,   Western    Animation    Adventure    Comedy    Family,PG
36742,Zookeeper,   Comedy    Romance    Family,R
49773,Lost in Space,   Adventure    Family    Science Fiction,PG
95829,The Manchurian Candidate,   Drama    Thriller    Mystery,PG13
76780,Déjà Vu,   Romance    Drama,R
80335,Hotel Transylvania 2,   Animation    Comedy    Family,PG
95225,Fantasia 2000,   Animation    Family    Music,PG
25252,The Time Machine,   Science Fiction    Adventure    Action,PG13
86573,Mighty Joe Young,   Action    Adventure    Family    Fantasy,PG
99251,Swordfish,   Action    Crime    Thriller,PG13
15842,The Legend of Zorro,   Action    Adventure,PG13
47180,What Dreams May Come,   Drama    Fantasy    Romance,R
89463,Little Nicky,   Comedy    Fantasy    Romance,R
31847,The Brothers Grimm,   Adventure    Fantasy    Action    Comedy    Thriller,PG13
84637,Mars Attacks!,   Comedy    Fantasy    Science Fiction,PG13
86492,Évolution,   Mystery    Drama    Horror,PG13
58976,The Edge,   Action    Adventure    Drama,PG13
89574,Surrogates,   Action    Science Fiction    Thriller,PG13
73606,Thirteen Days,   Drama    Thriller,PG13
56821,Daylight,   Action    Adventure    Thriller,PG13
40288,Walking With Dinosaurs,   Animation    Family    Adventure,PG13
36874,Battlefield Earth,   Action    Science Fiction    War,PG13
97963,Looney Tunes: Back in Action,   Animation    Comedy    Family,PG
83413,Nine,   Drama    Music    Romance,R
18648,Timeline,   Action    Adventure    Science Fiction,PG13
52587,The Postman,   Drama    Adventure,PG13
70759,Babe: Pig in the City,   Adventure    Comedy    Drama    Family    Fantasy,PG
85522,The Last Witch Hunter,   Fantasy    Action    Adventure,PG13
59142,Red Planet,   Thriller    Action    Science Fiction,PG13
78506,Arthur et les Minimoys,   Adventure    Fantasy    Animation    Family,PG
52043,Oceans,   Documentary    Family,PG
22128,A Sound of Thunder,   Thriller    Science Fiction    Adventure    Action,PG13
28197,Pompeii,   Action    Adventure    History    Romance    Drama,R
71606,Don Gato: El inicio de la pandilla,   Comedy    Animation,PG
60486,A Beautiful Mind,   Drama    Romance,R
33672,The Lion King,   Family    Animation    Drama,PG
75730,Journey 2: The Mysterious Island,   Adventure    Action    Science Fiction,PG
78945,Cloudy with a Chance of Meatballs 2,   Animation    Family    Comedy,PG13
57476,Red Dragon,   Crime    Thriller    Horror,PG13
55309,Hidalgo,   Western    Adventure,PG13
72551,Jack and Jill,   Comedy,PG13
